"cf161046-06dc-46ab-8951-8c94778e2a2a","jungle",100,"Drum and bass",100,"dnb",100,"Drum-n-bass",100,"d-n-b",100,"junglec und dramec",100,"7 of 10 stars",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce8bfca8-6a03-4be2-ad98-1308ce846ff5","vocal trance",100,"progressive vocal trance",50,"electro vocal trance",50,"vocal trouse",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c81fd25c-25d1-4444-a1e3-01a064b62111","Funny van Dannen",100,"singer-songwriter",50,"alternative",50,"Unplugged",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"caad6de7-4747-43c8-8538-c8e24462c6d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c72d6115-aaf5-4c82-92c1-6cec8c6624d6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c1a1bf85-c84b-4cd2-8a27-fed7ec00ac90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c40c64b6-4f74-4a2b-85be-35af0fd1b278","world",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c8b17291-609d-4b07-b0a4-1330d9c5a303","classic rock",100,"rock",79,"60s",73,"The Beatles",59,"british",55,"pop",36,"beatles",27,"psychedelic",19,1968,18,"beautiful",12,"best songs ever",10,"melancholic",10,"calm",10,"john lennon",9,"oldies",8,"Mellow",8,"pop rock",7,"cry",7,"white album",7,"Psychedelic Rock",7,"favorites",6,"britpop",6,"baby",5,"male vocalists",5,"relax",4,"Love",4,"british invasion",4,"sweet",4,"Rock  Roll",4,"acoustic rhythm piano",4,"mellow rock instrumentation",4,"The White Album",4,"classic",4,"love at first listen",4,"vocal harmonies",4,"sad",4,"acoustic",4,"the ones",3,"soft rock",3,"indie",3,"subtle use of the accordion",3,"music for my soul",3,"folk influences",3,"classic track",3,"cool vocals",3,"acoustic rhythm guitars",3,"mixed acoustic and electric instrumentation",3,"British Psychedelia",3,"nostalgia",3,"folk",3,"paul mccartney",3,"Rock and Roll",3,"Favourites",3,"favorite songs",3,"demanding instrumental part writing",3,"easy rock",2,"czHit",2,"cry baby cry",2,"beatles collection",2,"easy listening",2,"remaster",2,"you need to hear this",2,"easy",2,"a clear focus on recording studio production",2,"album",2,"the word baby",2,"the word cry",2,"male vocalist",2,"a dynamic male vocalist",2,"songs that get stuck in my head",2,"radio paradise",2,"radioparadise",2,"melodic rock",2,"favourite",2,"obsessions past and present",2,"MyMusiccc",2,"relaxing",2,"feeling better",2,"valentinesdaylove",2,"1960s",2,"depresso",2,"melodic",2,"songs that are so damn cool",2,"DOMillerp0d",2,"rock n roll",2,"folk rock",2,"hard rock",2,"word baby",2,"6 of 10 stars",2,"soft",2,"crunk love",2,"objects of my affection",2,"word cry",2,"peaceful",2,"rock tag",2,"Dirty Hearts",2,"textschnipsel",1,"nice ending",1,"Crybaby",1,"george martin",1
"c756fc20-7cd2-440f-8f74-52eac1b2e81d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca3d2642-a4aa-4cdd-9235-82046b6b3ca5","rock",100,"80s",72,"classic rock",69,"new wave",58,"The Police",41,"reggae",20,"pop",20,"alternative",18,"british",13,"sting",13,"police",11,"pop rock",9,"Progressive rock",6,"plotters songs",6,"post-punk",6,"rockpalast",6,"1st wave",6,"jazz",6,"radio paradise",4,"bass line",4,"radioparadise",4,"the greatest rock n roll group of em all",4,"concerts i have been to",4,"wake up",4,"good beat",4,"Pop/Rock",4,"melancholy",4,"sad",4,"Love",4,"hard rock",4,"blues",4,"solos increibles",2,"Radiotsar approved",2,"eclectonia",2,"kivoja",2,"songs of tears and laughter",2,"3 piece",2,"hasenradio",2,"alternative top",2,"jump around the room like a dickhead",2,"uow",2,"living in oblivion",2,"URGH a music war",2,"Songs seen played live",2,"ssij",2,"heavenly 101",2,"great words",2,"pre-party",2,"triple A",2,"ENG",2,"no fucking war",2,"live is even better",2,"british power",2,"tracks of tears",2,"fern set001",2,"acoustiqua",2,"ravta",2,"mmt oldies",2,"puro surf",2,"Three piece bands",2,"the good of the 80s",2,"alternative in the 1980s",2,"wide mix",2,"Noah Eatons All-Time Favorite Songs",2,"Sentimental Favorites From The 1980s",2,"Emotional Adult Rock",2,"KCOU Columbia",2,"psycho and prog",2,"driven to tears",2,"the word to",2,"lyrically stunning",2,"the word drive",2,"the word tear",2,"kss1984 - good",2,"the real junk",2,"great guitar",2,"great song",2,"truth",2,"best songs ever",2,"alternrock",2,"poprock",2,1980,2,"album rock",2,"live8",2,"best song",2,"Reggae Rock",2,"england",2,"drums",2,"classics",2,"favorite songs",2,"angry",2,"Favourites",2,"beautiful",2,"ska punk",2,"favorites",2,"powerful",2,"Awesome",2,"favourite",2,"metal",2,"great bassline",2
"c6b49c55-dfb1-4524-b251-e4b7dd9d94a3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c4836ff3-3cf7-4931-9e91-5ef52dc2e0c0","Soundtrack",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c6465eec-5ea7-4f94-8583-b58045f94b1a","Soundtrack",100,"Soundtracks",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c9d97ad2-7209-43de-bf1a-91782cbde68f","fistKranKping",100,"rock",33,"industrial",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd685c20-fc58-4e09-93c3-cb7e98b85da4","classic rock",100,"rock",63,"70s",44,"the rolling stones",40,"Ballad",31,"british",11,"Angie",9,"rolling stones",8,"oldies",8,"60s",7,"rock ballads",6,"Love",6,"beautiful",6,"rock ballad",6,"romantic",4,"blues rock",4,"blues",4,1973,4,"male vocalists",4,"favorites",4,"sad",4,"classic",3,"ballads",3,"soft rock",2,"best songs ever",2,"Legendary",2,"Rock and Roll",2,"Stones",2,"genius",2,"guitar",2,"melancholy",2,"pop",2,"what a voice",2,"hard rock",1,"Required Listening",1,"truly timeless",1,"love rock",1,"melancholic",1,"male vocalist",1,"acoustic",1,"layers upon layers of beauty",1,"this stuff could move mountains",1,"love songs",1,"best",1,"forever-andree",1,"love song",1,"piano",1,"pure magic",1,"fucking brilliant",1,"piano rock",1,"sufu5a",0,"lovely",0,"HERZ-1",0,"golden oldies",0,"AOR Classic Rock",0,"JTMlate60s",0,"names",0,"memories",0,"slow",0,"british rock",0,"Favourite Songs",0,"UK",0,"british invasion",0,"great",0,"80s",0,"Favourites",0,"love music",0,"delphine",0,"easy listening",0,"party",0,"good",0,"great song",0,"All time favourites",0,"relax",0,"Reflective",0,"favs",0,"Bittersweet",0,"my soundtrack",0,"favourite",0,"the best",0,"rock n roll",0,"top 40",0,"Radio Music",0,"intense",0,"the rolling stones - angie",0,"rustycanuckforspp",0,"nostalgic",0,"Power ballad",0,"perfect",0,"1970s",0,"england",0,"balada",0,"evergreen",0,"soft",0,"vocals",0,"amour",0,"break up",0,"q4jslfm",0,"chill",0,"male",0
